Date,Time,Alert ID,Alert Name,Severity,Source Host,Protocol/Port,Destination IP,Executive Summary,Status,Category,Action Taken
01/25/2025,04:37:00 AM,101123582668941907,Malware Beaconing,Critical,192.168.13.114,ICMP port 5900,192.168.9.99,Host 192.168.13.114 shows unauthorized access attempt communication with 192.168.9.99 over ICMP port 5900. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
02/01/2025,05:58:00 PM,282535763083044214,Anomalous SSH Activity,Critical,192.168.6.170,ICMP port 1492,192.168.3.133,Host 192.168.6.170 shows data exfiltration pattern communication with 192.168.3.133 over ICMP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
01/15/2025,04:31:00 AM,295911065233340356,Data Exfiltration Pattern,Low,192.168.17.60,TCP port 5900,192.168.1.2,Host 192.168.17.60 shows uda - trojan horse traffic communication with 192.168.1.2 over TCP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/08/2025,08:54:00 PM,504355583184962637,Malware Beaconing,Critical,192.168.9.161,UDP port 443,192.168.5.178,Host 192.168.9.161 shows unauthorized access attempt communication with 192.168.5.178 over UDP port 443. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/31/2025,06:53:00 PM,269690644386226396,Anomalous SSH Activity,Low,192.168.5.9,ICMP port 3389,192.168.28.197,Host 192.168.5.9 shows uda - trojan horse traffic communication with 192.168.28.197 over ICMP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/10/2025,01:06:00 AM,806113131077097574,Malware Beaconing,Medium,192.168.14.113,ICMP port 3389,192.168.20.126,Host 192.168.14.113 shows brute force attempt communication with 192.168.20.126 over ICMP port 3389. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/22/2025,07:30:00 AM,785550522554993681,Port Scan Detected,High,192.168.29.234,ICMP port 53,192.168.11.50,Host 192.168.29.234 shows data exfiltration pattern communication with 192.168.11.50 over ICMP port 53. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/07/2025,08:14:00 PM,196103585202448648,UDA - Trojan Horse Traffic,Medium,192.168.22.113,UDP port 1492,192.168.10.100,Host 192.168.22.113 shows unauthorized access attempt communication with 192.168.10.100 over UDP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
02/04/2025,12:02:00 PM,409068689411763108,UDA - Trojan Horse Traffic,Medium,192.168.28.104,TCP port 53,192.168.16.106,Host 192.168.28.104 shows malware beaconing communication with 192.168.16.106 over TCP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/15/2025,11:15:00 AM,451197432705233318,Suspicious DNS Query,Medium,192.168.5.136,UDP port 1492,192.168.26.21,Host 192.168.5.136 shows brute force attempt communication with 192.168.26.21 over UDP port 1492. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/21/2025,10:26:00 PM,512361315272911635,Suspicious DNS Query,Low,192.168.15.109,ICMP port 22,192.168.25.131,Host 192.168.15.109 shows suspicious dns query communication with 192.168.25.131 over ICMP port 22. ,Legitimate,Benign Activity,No Action Required
01/12/2025,03:54:00 AM,712619509762101073,Unauthorized Access Attempt,Critical,192.168.3.13,ICMP port 22,192.168.3.196,Host 192.168.3.13 shows suspicious dns query communication with 192.168.3.196 over ICMP port 22. ,Malicious,False Positive,Closed
01/04/2025,06:37:00 PM,845781771438664816,Brute Force Attempt,Critical,192.168.27.81,TCP port 80,192.168.2.207,Host 192.168.27.81 shows data exfiltration pattern communication with 192.168.2.207 over TCP port 80. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/08/2025,06:35:00 AM,319205981378167359,Brute Force Attempt,High,192.168.9.41,TCP port 1492,192.168.21.131,Host 192.168.9.41 shows brute force attempt communication with 192.168.21.131 over TCP port 1492. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/31/2025,01:54:00 AM,821923791059923321,Brute Force Attempt,High,192.168.25.223,TCP port 443,192.168.27.174,Host 192.168.25.223 shows brute force attempt communication with 192.168.27.174 over TCP port 443. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/03/2025,03:06:00 PM,418718491328535992,Unauthorized Access Attempt,High,192.168.24.87,TCP port 53,192.168.16.90,Host 192.168.24.87 shows uda - trojan horse traffic communication with 192.168.16.90 over TCP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/22/2025,06:18:00 AM,385348617212242454,Brute Force Attempt,Low,192.168.16.140,ICMP port 1492,192.168.19.149,Host 192.168.16.140 shows uda - trojan horse traffic communication with 192.168.19.149 over ICMP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
02/03/2025,10:52:00 AM,642017156429818896,Brute Force Attempt,High,192.168.28.196,ICMP port 1492,192.168.26.139,Host 192.168.28.196 shows malware beaconing communication with 192.168.26.139 over ICMP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/31/2025,04:38:00 PM,180445113103708817,Suspicious DNS Query,High,192.168.21.200,ICMP port 80,192.168.20.186,Host 192.168.21.200 shows suspicious dns query communication with 192.168.20.186 over ICMP port 80. ,Malicious,False Positive,Closed
01/21/2025,10:27:00 PM,165238652964184388,Unauthorized Access Attempt,Medium,192.168.11.16,TCP port 3389,192.168.8.11,Host 192.168.11.16 shows brute force attempt communication with 192.168.8.11 over TCP port 3389. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
02/01/2025,03:46:00 AM,784476983697212215,Port Scan Detected,Low,192.168.11.113,ICMP port 80,192.168.8.149,Host 192.168.11.113 shows port scan detected communication with 192.168.8.149 over ICMP port 80. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated
01/01/2025,04:42:00 AM,674233852308093582,Anomalous SSH Activity,High,192.168.3.13,TCP port 22,192.168.20.32,Host 192.168.3.13 shows malware beaconing communication with 192.168.20.32 over TCP port 22. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/24/2025,10:12:00 AM,134615125386955019,Brute Force Attempt,Medium,192.168.21.69,ICMP port 80,192.168.30.8,Host 192.168.21.69 shows uda - trojan horse traffic communication with 192.168.30.8 over ICMP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/18/2025,11:13:00 PM,265026989870225424,Anomalous SSH Activity,Critical,192.168.7.105,ICMP port 1492,192.168.25.147,Host 192.168.7.105 shows data exfiltration pattern communication with 192.168.25.147 over ICMP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
02/04/2025,01:57:00 PM,510422908352775011,UDA - Trojan Horse Traffic,High,192.168.3.165,ICMP port 8080,192.168.1.89,Host 192.168.3.165 shows malware beaconing communication with 192.168.1.89 over ICMP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/03/2025,09:18:00 PM,558035978621476188,Unauthorized Access Attempt,Critical,192.168.22.41,TCP port 8080,192.168.11.79,Host 192.168.22.41 shows data exfiltration pattern communication with 192.168.11.79 over TCP port 8080. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/07/2025,11:36:00 PM,415569716570434690,Port Scan Detected,High,192.168.14.165,TCP port 3389,192.168.14.138,Host 192.168.14.165 shows uda - trojan horse traffic communication with 192.168.14.138 over TCP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/09/2025,12:02:00 AM,685999566514785351,Data Exfiltration Pattern,Critical,192.168.5.210,ICMP port 3389,192.168.14.119,Host 192.168.5.210 shows unauthorized access attempt communication with 192.168.14.119 over ICMP port 3389. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/21/2025,02:32:00 PM,614086606275452627,Anomalous SSH Activity,High,192.168.14.99,ICMP port 443,192.168.14.42,Host 192.168.14.99 shows port scan detected communication with 192.168.14.42 over ICMP port 443. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/10/2025,10:16:00 AM,289816782073516951,Brute Force Attempt,Medium,192.168.25.87,TCP port 443,192.168.14.214,Host 192.168.25.87 shows malware beaconing communication with 192.168.14.214 over TCP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/01/2025,08:31:00 PM,912822897287968370,Unauthorized Access Attempt,High,192.168.14.95,ICMP port 1492,192.168.5.71,Host 192.168.14.95 shows brute force attempt communication with 192.168.5.71 over ICMP port 1492. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/08/2025,08:25:00 AM,555256436892560229,Malware Beaconing,Critical,192.168.4.52,ICMP port 8080,192.168.14.91,Host 192.168.4.52 shows data exfiltration pattern communication with 192.168.14.91 over ICMP port 8080. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
01/28/2025,11:46:00 PM,431506664248079393,Brute Force Attempt,Medium,192.168.8.65,UDP port 53,192.168.9.59,Host 192.168.8.65 shows data exfiltration pattern communication with 192.168.9.59 over UDP port 53. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
02/03/2025,09:59:00 AM,490288546424700231,Port Scan Detected,Critical,192.168.6.251,TCP port 5900,192.168.11.200,Host 192.168.6.251 shows data exfiltration pattern communication with 192.168.11.200 over TCP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/14/2025,05:18:00 AM,775910124694323371,Unauthorized Access Attempt,Medium,192.168.12.54,ICMP port 8080,192.168.4.149,Host 192.168.12.54 shows suspicious dns query communication with 192.168.4.149 over ICMP port 8080. ,Malicious,False Positive,Closed
02/02/2025,03:57:00 AM,673530658312761540,Malware Beaconing,High,192.168.27.181,ICMP port 5900,192.168.3.156,Host 192.168.27.181 shows uda - trojan horse traffic communication with 192.168.3.156 over ICMP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/10/2025,03:57:00 AM,695582031907999686,UDA - Trojan Horse Traffic,Critical,192.168.15.141,TCP port 5900,192.168.15.155,Host 192.168.15.141 shows unauthorized access attempt communication with 192.168.15.155 over TCP port 5900. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
02/02/2025,04:51:00 PM,903210790520745099,UDA - Trojan Horse Traffic,Low,192.168.28.250,UDP port 22,192.168.24.85,Host 192.168.28.250 shows anomalous ssh activity communication with 192.168.24.85 over UDP port 22. ,Legitimate,Policy Violation,Escalated
01/13/2025,11:18:00 PM,395201555853954554,Port Scan Detected,Low,192.168.1.243,ICMP port 1492,192.168.23.230,Host 192.168.1.243 shows brute force attempt communication with 192.168.23.230 over ICMP port 1492. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated
01/18/2025,04:19:00 AM,187200609363918638,Brute Force Attempt,Critical,192.168.25.182,ICMP port 8080,192.168.6.132,Host 192.168.25.182 shows suspicious dns query communication with 192.168.6.132 over ICMP port 8080. ,Malicious,False Positive,Closed
01/03/2025,08:07:00 PM,973103250556304060,Suspicious DNS Query,High,192.168.30.10,TCP port 1492,192.168.18.195,Host 192.168.30.10 shows brute force attempt communication with 192.168.18.195 over TCP port 1492. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/22/2025,01:12:00 PM,498311536428318562,Unauthorized Access Attempt,High,192.168.2.43,ICMP port 5900,192.168.14.33,Host 192.168.2.43 shows uda - trojan horse traffic communication with 192.168.14.33 over ICMP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/19/2025,05:43:00 AM,169243628531220618,Unauthorized Access Attempt,Critical,192.168.29.35,TCP port 443,192.168.24.235,Host 192.168.29.35 shows uda - trojan horse traffic communication with 192.168.24.235 over TCP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
02/02/2025,07:32:00 AM,882062842162485694,Port Scan Detected,Medium,192.168.24.134,UDP port 80,192.168.30.110,Host 192.168.24.134 shows port scan detected communication with 192.168.30.110 over UDP port 80. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/11/2025,04:31:00 PM,662528753866957786,Unauthorized Access Attempt,High,192.168.16.123,TCP port 22,192.168.19.134,Host 192.168.16.123 shows brute force attempt communication with 192.168.19.134 over TCP port 22. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
02/02/2025,02:51:00 PM,916049585091723343,Port Scan Detected,Critical,192.168.16.15,ICMP port 443,192.168.19.15,Host 192.168.16.15 shows suspicious dns query communication with 192.168.19.15 over ICMP port 443. ,Malicious,False Positive,Closed
01/11/2025,07:44:00 AM,940540472417733865,Malware Beaconing,High,192.168.19.130,ICMP port 1492,192.168.21.236,Host 192.168.19.130 shows unauthorized access attempt communication with 192.168.21.236 over ICMP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/06/2025,03:12:00 PM,844403860662768895,Port Scan Detected,High,192.168.1.141,ICMP port 443,192.168.28.64,Host 192.168.1.141 shows brute force attempt communication with 192.168.28.64 over ICMP port 443. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/09/2025,09:45:00 AM,928057728272486830,Unauthorized Access Attempt,Medium,192.168.23.149,UDP port 443,192.168.29.134,Host 192.168.23.149 shows suspicious dns query communication with 192.168.29.134 over UDP port 443. ,Malicious,False Positive,Closed
02/04/2025,04:53:00 PM,822565463713748555,Brute Force Attempt,Critical,192.168.15.13,TCP port 443,192.168.3.140,Host 192.168.15.13 shows data exfiltration pattern communication with 192.168.3.140 over TCP port 443. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/03/2025,01:18:00 AM,947684477804889583,Malware Beaconing,Critical,192.168.11.224,ICMP port 443,192.168.21.61,Host 192.168.11.224 shows port scan detected communication with 192.168.21.61 over ICMP port 443. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/26/2025,08:44:00 AM,302092133842671101,Unauthorized Access Attempt,Critical,192.168.2.110,UDP port 1492,192.168.24.202,Host 192.168.2.110 shows uda - trojan horse traffic communication with 192.168.24.202 over UDP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
02/01/2025,04:48:00 PM,981784747156593731,Malware Beaconing,Low,192.168.9.136,UDP port 53,192.168.3.146,Host 192.168.9.136 shows data exfiltration pattern communication with 192.168.3.146 over UDP port 53. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
01/18/2025,06:07:00 AM,787584705652762089,UDA - Trojan Horse Traffic,Low,192.168.15.126,TCP port 22,192.168.2.91,Host 192.168.15.126 shows port scan detected communication with 192.168.2.91 over TCP port 22. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated
01/03/2025,05:14:00 AM,598944513481068270,Anomalous SSH Activity,Low,192.168.7.244,TCP port 5900,192.168.25.89,Host 192.168.7.244 shows data exfiltration pattern communication with 192.168.25.89 over TCP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
02/04/2025,02:31:00 AM,385131644058659065,Data Exfiltration Pattern,Medium,192.168.18.92,TCP port 8080,192.168.8.237,Host 192.168.18.92 shows port scan detected communication with 192.168.8.237 over TCP port 8080. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
02/03/2025,10:46:00 PM,334518927034574692,Unauthorized Access Attempt,High,192.168.19.235,TCP port 5900,192.168.14.20,Host 192.168.19.235 shows suspicious dns query communication with 192.168.14.20 over TCP port 5900. ,Malicious,False Positive,Closed
01/27/2025,04:19:00 AM,537407557666257103,Anomalous SSH Activity,Medium,192.168.17.45,UDP port 22,192.168.8.144,Host 192.168.17.45 shows suspicious dns query communication with 192.168.8.144 over UDP port 22. ,Malicious,False Positive,Closed
01/21/2025,07:09:00 PM,776893975646584986,Malware Beaconing,High,192.168.5.19,UDP port 53,192.168.26.17,Host 192.168.5.19 shows malware beaconing communication with 192.168.26.17 over UDP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
02/02/2025,07:40:00 PM,280684722839681790,Data Exfiltration Pattern,Low,192.168.27.231,ICMP port 8080,192.168.26.218,Host 192.168.27.231 shows unauthorized access attempt communication with 192.168.26.218 over ICMP port 8080. Unauthorized access attempt detected.,Legitimate,Policy Violation,Escalated
02/04/2025,01:10:00 PM,367475121723172667,Anomalous SSH Activity,Medium,192.168.22.8,TCP port 22,192.168.23.100,Host 192.168.22.8 shows data exfiltration pattern communication with 192.168.23.100 over TCP port 22. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
02/04/2025,02:03:00 PM,727692530773811399,Port Scan Detected,Critical,192.168.7.55,ICMP port 53,192.168.19.226,Host 192.168.7.55 shows port scan detected communication with 192.168.19.226 over ICMP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/27/2025,11:56:00 PM,828457851198984001,Brute Force Attempt,High,192.168.22.190,TCP port 80,192.168.14.118,Host 192.168.22.190 shows malware beaconing communication with 192.168.14.118 over TCP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/01/2025,09:13:00 AM,244706563283699228,Port Scan Detected,Low,192.168.11.135,ICMP port 3389,192.168.22.88,Host 192.168.11.135 shows brute force attempt communication with 192.168.22.88 over ICMP port 3389. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated
01/20/2025,03:39:00 PM,820500209651991671,Port Scan Detected,Low,192.168.25.153,TCP port 443,192.168.26.125,Host 192.168.25.153 shows unauthorized access attempt communication with 192.168.26.125 over TCP port 443. Unauthorized access attempt detected.,Legitimate,Policy Violation,Escalated
01/29/2025,10:29:00 AM,646018463061494136,Data Exfiltration Pattern,Medium,192.168.14.166,UDP port 5900,192.168.18.182,Host 192.168.14.166 shows port scan detected communication with 192.168.18.182 over UDP port 5900. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/15/2025,08:39:00 AM,605261797784472577,UDA - Trojan Horse Traffic,Critical,192.168.14.243,TCP port 5900,192.168.29.22,Host 192.168.14.243 shows malware beaconing communication with 192.168.29.22 over TCP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/07/2025,07:17:00 PM,172178308950862644,Data Exfiltration Pattern,Low,192.168.9.167,TCP port 5900,192.168.21.80,Host 192.168.9.167 shows uda - trojan horse traffic communication with 192.168.21.80 over TCP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/07/2025,02:43:00 PM,402640339280176680,Data Exfiltration Pattern,Medium,192.168.16.110,UDP port 3389,192.168.6.89,Host 192.168.16.110 shows unauthorized access attempt communication with 192.168.6.89 over UDP port 3389. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/28/2025,10:56:00 PM,616450498478026920,Data Exfiltration Pattern,Critical,192.168.30.196,UDP port 443,192.168.17.130,Host 192.168.30.196 shows malware beaconing communication with 192.168.17.130 over UDP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/02/2025,01:55:00 AM,676121845010461003,Port Scan Detected,Low,192.168.9.192,TCP port 80,192.168.11.151,Host 192.168.9.192 shows suspicious dns query communication with 192.168.11.151 over TCP port 80. ,Legitimate,Benign Activity,No Action Required
01/25/2025,07:17:00 PM,685921557123192861,Brute Force Attempt,High,192.168.17.111,ICMP port 1492,192.168.17.150,Host 192.168.17.111 shows unauthorized access attempt communication with 192.168.17.150 over ICMP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/16/2025,10:47:00 AM,975114095788531100,UDA - Trojan Horse Traffic,Low,192.168.4.31,TCP port 22,192.168.25.104,Host 192.168.4.31 shows malware beaconing communication with 192.168.25.104 over TCP port 22. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/31/2025,09:43:00 PM,316951537383633812,Brute Force Attempt,Critical,192.168.28.14,TCP port 22,192.168.16.178,Host 192.168.28.14 shows port scan detected communication with 192.168.16.178 over TCP port 22. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
02/01/2025,11:45:00 PM,276917438487862693,Data Exfiltration Pattern,Critical,192.168.12.30,UDP port 80,192.168.21.29,Host 192.168.12.30 shows suspicious dns query communication with 192.168.21.29 over UDP port 80. ,Malicious,False Positive,Closed
01/18/2025,07:14:00 PM,870363124847967779,Unauthorized Access Attempt,Medium,192.168.6.37,ICMP port 443,192.168.4.245,Host 192.168.6.37 shows unauthorized access attempt communication with 192.168.4.245 over ICMP port 443. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
02/02/2025,02:25:00 AM,654404778539495673,Data Exfiltration Pattern,Medium,192.168.5.98,ICMP port 443,192.168.1.236,Host 192.168.5.98 shows unauthorized access attempt communication with 192.168.1.236 over ICMP port 443. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/30/2025,06:49:00 AM,845312133650709558,Suspicious DNS Query,High,192.168.13.175,ICMP port 8080,192.168.5.239,Host 192.168.13.175 shows malware beaconing communication with 192.168.5.239 over ICMP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/26/2025,12:22:00 PM,433362450971819890,Brute Force Attempt,Medium,192.168.20.40,TCP port 80,192.168.14.106,Host 192.168.20.40 shows port scan detected communication with 192.168.14.106 over TCP port 80. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/18/2025,03:09:00 AM,174011137845014921,Anomalous SSH Activity,High,192.168.15.46,ICMP port 1492,192.168.13.68,Host 192.168.15.46 shows data exfiltration pattern communication with 192.168.13.68 over ICMP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
01/02/2025,04:22:00 AM,683900205742744079,Anomalous SSH Activity,High,192.168.24.146,UDP port 3389,192.168.23.47,Host 192.168.24.146 shows anomalous ssh activity communication with 192.168.23.47 over UDP port 3389. ,Malicious,Policy Violation,Escalated
02/04/2025,01:51:00 AM,314480424895567012,UDA - Trojan Horse Traffic,High,192.168.27.85,ICMP port 443,192.168.23.134,Host 192.168.27.85 shows suspicious dns query communication with 192.168.23.134 over ICMP port 443. ,Malicious,False Positive,Closed
01/15/2025,12:37:00 AM,932359816060970106,Malware Beaconing,Low,192.168.10.55,UDP port 80,192.168.17.112,Host 192.168.10.55 shows suspicious dns query communication with 192.168.17.112 over UDP port 80. ,Legitimate,Benign Activity,No Action Required
01/05/2025,12:57:00 AM,923740433910351136,Port Scan Detected,Medium,192.168.7.212,TCP port 8080,192.168.25.65,Host 192.168.7.212 shows malware beaconing communication with 192.168.25.65 over TCP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
02/03/2025,10:46:00 PM,158623741828245566,Suspicious DNS Query,Critical,192.168.16.66,UDP port 3389,192.168.7.85,Host 192.168.16.66 shows malware beaconing communication with 192.168.7.85 over UDP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/06/2025,06:01:00 PM,485274406813119245,Unauthorized Access Attempt,Low,192.168.3.65,ICMP port 5900,192.168.24.121,Host 192.168.3.65 shows suspicious dns query communication with 192.168.24.121 over ICMP port 5900. ,Legitimate,Benign Activity,No Action Required
01/09/2025,06:41:00 AM,423807396264140548,Malware Beaconing,High,192.168.5.89,TCP port 443,192.168.22.9,Host 192.168.5.89 shows unauthorized access attempt communication with 192.168.22.9 over TCP port 443. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/26/2025,03:40:00 AM,198521637138427013,Unauthorized Access Attempt,Low,192.168.11.105,TCP port 22,192.168.16.22,Host 192.168.11.105 shows port scan detected communication with 192.168.16.22 over TCP port 22. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated
01/20/2025,01:56:00 PM,827438900280403886,Suspicious DNS Query,High,192.168.3.83,ICMP port 80,192.168.22.120,Host 192.168.3.83 shows port scan detected communication with 192.168.22.120 over ICMP port 80. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/25/2025,10:00:00 AM,300161687697303122,Port Scan Detected,Medium,192.168.16.239,ICMP port 5900,192.168.21.130,Host 192.168.16.239 shows malware beaconing communication with 192.168.21.130 over ICMP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/14/2025,05:05:00 AM,276027736552063565,Brute Force Attempt,Critical,192.168.26.208,TCP port 5900,192.168.20.102,Host 192.168.26.208 shows port scan detected communication with 192.168.20.102 over TCP port 5900. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
02/02/2025,01:33:00 AM,984180471172212470,Malware Beaconing,Critical,192.168.24.127,TCP port 1492,192.168.10.186,Host 192.168.24.127 shows brute force attempt communication with 192.168.10.186 over TCP port 1492. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/11/2025,06:00:00 PM,529581345473723535,Data Exfiltration Pattern,Low,192.168.2.11,UDP port 8080,192.168.3.137,Host 192.168.2.11 shows malware beaconing communication with 192.168.3.137 over UDP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/04/2025,08:32:00 PM,862683497932532189,Unauthorized Access Attempt,Critical,192.168.18.254,UDP port 443,192.168.16.91,Host 192.168.18.254 shows brute force attempt communication with 192.168.16.91 over UDP port 443. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/10/2025,04:15:00 AM,851251582869209333,UDA - Trojan Horse Traffic,Low,192.168.29.29,TCP port 53,192.168.8.59,Host 192.168.29.29 shows brute force attempt communication with 192.168.8.59 over TCP port 53. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated
01/27/2025,01:50:00 AM,536882507970798322,Malware Beaconing,Low,192.168.10.216,ICMP port 3389,192.168.17.50,Host 192.168.10.216 shows data exfiltration pattern communication with 192.168.17.50 over ICMP port 3389. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
01/17/2025,05:06:00 AM,598148371533635577,Unauthorized Access Attempt,Critical,192.168.7.51,ICMP port 80,192.168.15.147,Host 192.168.7.51 shows uda - trojan horse traffic communication with 192.168.15.147 over ICMP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/26/2025,12:58:00 AM,514532937935257731,Anomalous SSH Activity,Critical,192.168.18.251,TCP port 3389,192.168.2.163,Host 192.168.18.251 shows unauthorized access attempt communication with 192.168.2.163 over TCP port 3389. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
02/03/2025,12:18:00 AM,104264475181857964,Suspicious DNS Query,High,192.168.2.156,UDP port 53,192.168.16.120,Host 192.168.2.156 shows malware beaconing communication with 192.168.16.120 over UDP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/25/2025,06:40:00 AM,736923305205037457,Brute Force Attempt,High,192.168.27.132,UDP port 8080,192.168.28.15,Host 192.168.27.132 shows anomalous ssh activity communication with 192.168.28.15 over UDP port 8080. ,Malicious,Policy Violation,Escalated
01/14/2025,11:31:00 AM,925777583334492402,Malware Beaconing,Critical,192.168.3.238,ICMP port 1492,192.168.8.162,Host 192.168.3.238 shows anomalous ssh activity communication with 192.168.8.162 over ICMP port 1492. ,Malicious,Policy Violation,Escalated
01/07/2025,04:29:00 PM,885960148249908542,Suspicious DNS Query,Critical,192.168.2.178,UDP port 8080,192.168.5.176,Host 192.168.2.178 shows port scan detected communication with 192.168.5.176 over UDP port 8080. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/26/2025,09:48:00 AM,140658398989017490,UDA - Trojan Horse Traffic,Critical,192.168.19.187,ICMP port 5900,192.168.18.5,Host 192.168.19.187 shows brute force attempt communication with 192.168.18.5 over ICMP port 5900. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/10/2025,11:17:00 PM,606566302229237336,Unauthorized Access Attempt,High,192.168.11.132,ICMP port 8080,192.168.11.223,Host 192.168.11.132 shows uda - trojan horse traffic communication with 192.168.11.223 over ICMP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
02/02/2025,05:18:00 AM,880634875066805581,Suspicious DNS Query,Critical,192.168.25.238,UDP port 80,192.168.19.15,Host 192.168.25.238 shows brute force attempt communication with 192.168.19.15 over UDP port 80. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/06/2025,05:32:00 AM,207872180680782285,Port Scan Detected,Critical,192.168.4.252,TCP port 80,192.168.15.57,Host 192.168.4.252 shows suspicious dns query communication with 192.168.15.57 over TCP port 80. ,Malicious,False Positive,Closed
