Alert Name,Severity,Executive Summary,Status,Category,Action Taken,Hour,Minute,DayOfWeek,IsWeekend,Protocol,Port,Src_Private,Dst_Private,Same_Subnet,keyword_count,has_malware_kw,has_recon_kw,has_policy_kw,severity_ordinal,port_num,high_risk_port,off_hours,flow_count,bytes_transferred,duration_sec
Suspicious DNS Query,High,Host 192.168.26.7 shows suspicious dns query communication with 192.168.24.39 over ICMP port 1492. ,Malicious,False Positive,Closed,11,17,0,0,ICMP,1492,1,1,0,0,0,0,0,2,1492,1,0,0,0,0
Brute Force Attempt,Low,Host 192.168.24.37 shows port scan detected communication with 192.168.23.7 over ICMP port 5900. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,6,3,0,0,ICMP,5900,1,1,0,3,0,1,0,0,5900,1,0,0,0,0
Suspicious DNS Query,Medium,Host 192.168.16.177 shows uda - trojan horse traffic communication with 192.168.16.157 over UDP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,14,26,5,1,UDP,443,1,1,1,3,1,0,0,1,443,0,0,0,0,0
Port Scan Detected,High,Host 192.168.3.197 shows anomalous ssh activity communication with 192.168.30.127 over UDP port 53. ,Malicious,Policy Violation,Escalated,3,17,4,0,UDP,53,1,1,0,1,0,0,1,2,53,0,1,0,0,0
UDA - Trojan Horse Traffic,Low,Host 192.168.16.104 shows port scan detected communication with 192.168.15.45 over UDP port 22. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,19,58,1,0,UDP,22,1,1,0,3,0,1,0,0,22,1,0,0,0,0
UDA - Trojan Horse Traffic,Medium,Host 192.168.18.47 shows brute force attempt communication with 192.168.30.119 over UDP port 443. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,19,25,2,0,UDP,443,1,1,0,1,0,1,0,1,443,0,0,0,0,0
Data Exfiltration Pattern,Medium,Host 192.168.4.122 shows data exfiltration pattern communication with 192.168.8.67 over UDP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,23,43,1,0,UDP,5900,1,1,0,1,1,0,0,1,5900,1,0,0,0,0
Unauthorized Access Attempt,Medium,Host 192.168.7.201 shows uda - trojan horse traffic communication with 192.168.8.242 over ICMP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,17,57,6,1,ICMP,80,1,1,0,3,1,0,0,1,80,0,0,0,0,0
Port Scan Detected,Critical,Host 192.168.22.242 shows suspicious dns query communication with 192.168.19.218 over UDP port 1492. ,Malicious,False Positive,Closed,19,12,5,1,UDP,1492,1,1,0,0,0,0,0,3,1492,1,0,0,0,0
Anomalous SSH Activity,Critical,Host 192.168.21.243 shows unauthorized access attempt communication with 192.168.25.181 over TCP port 80. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,7,2,4,0,TCP,80,1,1,0,3,0,0,1,3,80,0,0,0,0,0
Suspicious DNS Query,Low,Host 192.168.27.179 shows uda - trojan horse traffic communication with 192.168.6.165 over ICMP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,4,58,2,0,ICMP,53,1,1,0,3,1,0,0,0,53,0,1,0,0,0
Malware Beaconing,Medium,Host 192.168.10.240 shows unauthorized access attempt communication with 192.168.11.146 over TCP port 22. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,5,24,5,1,TCP,22,1,1,0,3,0,0,1,1,22,1,1,0,0,0
Port Scan Detected,Low,Host 192.168.9.71 shows uda - trojan horse traffic communication with 192.168.24.78 over TCP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,7,11,3,0,TCP,1492,1,1,0,3,1,0,0,0,1492,1,0,0,0,0
Unauthorized Access Attempt,Medium,Host 192.168.9.33 shows uda - trojan horse traffic communication with 192.168.26.54 over TCP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,5,6,3,0,TCP,1492,1,1,0,3,1,0,0,1,1492,1,1,0,0,0
Malware Beaconing,Medium,Host 192.168.16.75 shows anomalous ssh activity communication with 192.168.27.37 over TCP port 1492. ,Malicious,Policy Violation,Escalated,5,13,4,0,TCP,1492,1,1,0,1,0,0,1,1,1492,1,1,0,0,0
UDA - Trojan Horse Traffic,Low,Host 192.168.24.217 shows uda - trojan horse traffic communication with 192.168.10.183 over UDP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,0,57,1,0,UDP,5900,1,1,0,3,1,0,0,0,5900,1,1,0,0,0
Unauthorized Access Attempt,Low,Host 192.168.7.234 shows uda - trojan horse traffic communication with 192.168.15.179 over TCP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,4,41,2,0,TCP,443,1,1,0,3,1,0,0,0,443,0,1,0,0,0
UDA - Trojan Horse Traffic,Low,Host 192.168.25.15 shows anomalous ssh activity communication with 192.168.14.178 over TCP port 22. ,Legitimate,Policy Violation,Escalated,6,37,2,0,TCP,22,1,1,0,1,0,0,1,0,22,1,0,0,0,0
Unauthorized Access Attempt,Low,Host 192.168.17.9 shows uda - trojan horse traffic communication with 192.168.23.234 over ICMP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,4,2,1,0,ICMP,8080,1,1,0,3,1,0,0,0,8080,0,1,0,0,0
Data Exfiltration Pattern,Medium,Host 192.168.18.98 shows malware beaconing communication with 192.168.10.240 over TCP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,17,58,5,1,TCP,53,1,1,0,3,1,0,0,1,53,0,0,0,0,0
Port Scan Detected,Critical,Host 192.168.15.141 shows unauthorized access attempt communication with 192.168.4.88 over UDP port 5900. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,22,6,3,0,UDP,5900,1,1,0,3,0,0,1,3,5900,1,0,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.30.116 shows brute force attempt communication with 192.168.10.151 over UDP port 1492. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,6,10,2,0,UDP,1492,1,1,0,1,0,1,0,2,1492,1,0,0,0,0
Port Scan Detected,Medium,Host 192.168.23.124 shows port scan detected communication with 192.168.24.183 over UDP port 3389. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,12,40,2,0,UDP,3389,1,1,0,3,0,1,0,1,3389,1,0,0,0,0
Port Scan Detected,Low,Host 192.168.2.75 shows malware beaconing communication with 192.168.29.123 over ICMP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,15,8,2,0,ICMP,3389,1,1,0,3,1,0,0,0,3389,1,0,0,0,0
Suspicious DNS Query,Low,Host 192.168.6.65 shows uda - trojan horse traffic communication with 192.168.23.15 over ICMP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,11,27,2,0,ICMP,80,1,1,0,3,1,0,0,0,80,0,0,0,0,0
Unauthorized Access Attempt,Low,Host 192.168.1.6 shows brute force attempt communication with 192.168.16.154 over TCP port 80. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated,0,5,4,0,TCP,80,1,1,0,1,0,1,0,0,80,0,1,0,0,0
Unauthorized Access Attempt,Low,Host 192.168.12.204 shows unauthorized access attempt communication with 192.168.22.45 over TCP port 3389. Unauthorized access attempt detected.,Legitimate,Policy Violation,Escalated,19,17,6,1,TCP,3389,1,1,0,3,0,0,1,0,3389,1,0,0,0,0
UDA - Trojan Horse Traffic,Medium,Host 192.168.10.140 shows brute force attempt communication with 192.168.1.176 over TCP port 53. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,10,2,4,0,TCP,53,1,1,0,1,0,1,0,1,53,0,0,0,0,0
Unauthorized Access Attempt,High,Host 192.168.4.227 shows port scan detected communication with 192.168.14.132 over ICMP port 3389. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,10,35,5,1,ICMP,3389,1,1,0,3,0,1,0,2,3389,1,0,0,0,0
Data Exfiltration Pattern,Medium,Host 192.168.16.47 shows brute force attempt communication with 192.168.21.73 over TCP port 8080. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,23,54,5,1,TCP,8080,1,1,0,1,0,1,0,1,8080,0,0,0,0,0
Malware Beaconing,High,Host 192.168.23.78 shows brute force attempt communication with 192.168.23.56 over UDP port 80. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,9,20,1,0,UDP,80,1,1,1,1,0,1,0,2,80,0,0,0,0,0
Malware Beaconing,High,Host 192.168.16.146 shows anomalous ssh activity communication with 192.168.24.41 over TCP port 22. ,Malicious,Policy Violation,Escalated,13,15,2,0,TCP,22,1,1,0,1,0,0,1,2,22,1,0,0,0,0
Unauthorized Access Attempt,Low,Host 192.168.10.239 shows data exfiltration pattern communication with 192.168.12.140 over ICMP port 53. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,11,31,5,1,ICMP,53,1,1,0,1,1,0,0,0,53,0,0,0,0,0
UDA - Trojan Horse Traffic,Medium,Host 192.168.3.198 shows malware beaconing communication with 192.168.12.153 over ICMP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,20,31,0,0,ICMP,443,1,1,0,3,1,0,0,1,443,0,0,0,0,0
Port Scan Detected,Critical,Host 192.168.12.25 shows uda - trojan horse traffic communication with 192.168.21.204 over TCP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,13,13,3,0,TCP,80,1,1,0,3,1,0,0,3,80,0,0,0,0,0
Anomalous SSH Activity,Critical,Host 192.168.20.57 shows brute force attempt communication with 192.168.5.14 over UDP port 80. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,13,32,1,0,UDP,80,1,1,0,1,0,1,0,3,80,0,0,0,0,0
Data Exfiltration Pattern,High,Host 192.168.20.137 shows malware beaconing communication with 192.168.10.80 over UDP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,3,15,4,0,UDP,8080,1,1,0,3,1,0,0,2,8080,0,1,0,0,0
Suspicious DNS Query,High,Host 192.168.15.92 shows port scan detected communication with 192.168.2.89 over TCP port 443. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,20,2,5,1,TCP,443,1,1,0,3,0,1,0,2,443,0,0,0,0,0
Unauthorized Access Attempt,Low,Host 192.168.28.108 shows brute force attempt communication with 192.168.11.45 over UDP port 5900. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated,2,51,2,0,UDP,5900,1,1,0,1,0,1,0,0,5900,1,1,0,0,0
Port Scan Detected,High,Host 192.168.25.51 shows port scan detected communication with 192.168.26.233 over TCP port 3389. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,0,59,1,0,TCP,3389,1,1,0,3,0,1,0,2,3389,1,1,0,0,0
Suspicious DNS Query,Critical,Host 192.168.5.150 shows unauthorized access attempt communication with 192.168.24.210 over UDP port 3389. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,14,4,4,0,UDP,3389,1,1,0,3,0,0,1,3,3389,1,0,0,0,0
Suspicious DNS Query,Medium,Host 192.168.2.174 shows data exfiltration pattern communication with 192.168.19.65 over ICMP port 80. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,0,34,2,0,ICMP,80,1,1,0,1,1,0,0,1,80,0,1,0,0,0
Suspicious DNS Query,Low,Host 192.168.16.196 shows anomalous ssh activity communication with 192.168.17.250 over UDP port 80. ,Legitimate,Policy Violation,Escalated,22,15,4,0,UDP,80,1,1,0,1,0,0,1,0,80,0,0,0,0,0
UDA - Trojan Horse Traffic,Medium,Host 192.168.8.175 shows unauthorized access attempt communication with 192.168.23.251 over UDP port 22. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,1,25,5,1,UDP,22,1,1,0,3,0,0,1,1,22,1,1,0,0,0
Suspicious DNS Query,Low,Host 192.168.16.63 shows data exfiltration pattern communication with 192.168.25.180 over UDP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,16,34,4,0,UDP,1492,1,1,0,1,1,0,0,0,1492,1,0,0,0,0
Unauthorized Access Attempt,Low,Host 192.168.18.232 shows malware beaconing communication with 192.168.17.121 over UDP port 22. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,2,39,4,0,UDP,22,1,1,0,3,1,0,0,0,22,1,1,0,0,0
Brute Force Attempt,Medium,Host 192.168.3.146 shows unauthorized access attempt communication with 192.168.9.236 over ICMP port 80. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,1,23,1,0,ICMP,80,1,1,0,3,0,0,1,1,80,0,1,0,0,0
UDA - Trojan Horse Traffic,Medium,Host 192.168.4.28 shows brute force attempt communication with 192.168.19.82 over UDP port 53. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,20,6,2,0,UDP,53,1,1,0,1,0,1,0,1,53,0,0,0,0,0
Suspicious DNS Query,Medium,Host 192.168.30.219 shows data exfiltration pattern communication with 192.168.1.138 over ICMP port 3389. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,6,11,1,0,ICMP,3389,1,1,0,1,1,0,0,1,3389,1,0,0,0,0
Anomalous SSH Activity,High,Host 192.168.29.29 shows malware beaconing communication with 192.168.30.41 over TCP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,11,54,4,0,TCP,1492,1,1,0,3,1,0,0,2,1492,1,0,0,0,0
Suspicious DNS Query,High,Host 192.168.3.12 shows port scan detected communication with 192.168.17.18 over TCP port 3389. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,6,5,5,1,TCP,3389,1,1,0,3,0,1,0,2,3389,1,0,0,0,0
Unauthorized Access Attempt,Critical,Host 192.168.1.25 shows brute force attempt communication with 192.168.8.149 over UDP port 80. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,0,53,3,0,UDP,80,1,1,0,1,0,1,0,3,80,0,1,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.1.154 shows brute force attempt communication with 192.168.8.110 over UDP port 5900. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,9,44,6,1,UDP,5900,1,1,0,1,0,1,0,1,5900,1,0,0,0,0
Data Exfiltration Pattern,Critical,Host 192.168.3.20 shows uda - trojan horse traffic communication with 192.168.6.183 over TCP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,0,5,4,0,TCP,1492,1,1,0,3,1,0,0,3,1492,1,1,0,0,0
UDA - Trojan Horse Traffic,Low,Host 192.168.20.215 shows data exfiltration pattern communication with 192.168.20.56 over TCP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,2,36,2,0,TCP,1492,1,1,1,1,1,0,0,0,1492,1,1,0,0,0
Port Scan Detected,High,Host 192.168.24.237 shows brute force attempt communication with 192.168.6.243 over UDP port 53. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,1,51,6,1,UDP,53,1,1,0,1,0,1,0,2,53,0,1,0,0,0
Unauthorized Access Attempt,Critical,Host 192.168.23.199 shows anomalous ssh activity communication with 192.168.10.15 over UDP port 8080. ,Malicious,Policy Violation,Escalated,11,26,1,0,UDP,8080,1,1,0,1,0,0,1,3,8080,0,0,0,0,0
UDA - Trojan Horse Traffic,Low,Host 192.168.21.150 shows unauthorized access attempt communication with 192.168.9.40 over ICMP port 3389. Unauthorized access attempt detected.,Legitimate,Policy Violation,Escalated,10,35,4,0,ICMP,3389,1,1,0,3,0,0,1,0,3389,1,0,0,0,0
Unauthorized Access Attempt,Critical,Host 192.168.2.179 shows port scan detected communication with 192.168.6.189 over TCP port 5900. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,22,31,5,1,TCP,5900,1,1,0,3,0,1,0,3,5900,1,0,0,0,0
Brute Force Attempt,High,Host 192.168.27.157 shows anomalous ssh activity communication with 192.168.20.203 over TCP port 443. ,Malicious,Policy Violation,Escalated,13,42,2,0,TCP,443,1,1,0,1,0,0,1,2,443,0,0,0,0,0
Malware Beaconing,High,Host 192.168.9.168 shows unauthorized access attempt communication with 192.168.30.60 over UDP port 5900. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,0,20,6,1,UDP,5900,1,1,0,3,0,0,1,2,5900,1,1,0,0,0
Brute Force Attempt,Critical,Host 192.168.24.134 shows suspicious dns query communication with 192.168.18.244 over TCP port 1492. ,Malicious,False Positive,Closed,5,29,2,0,TCP,1492,1,1,0,0,0,0,0,3,1492,1,1,0,0,0
Brute Force Attempt,Medium,Host 192.168.5.43 shows unauthorized access attempt communication with 192.168.8.113 over TCP port 3389. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,16,50,6,1,TCP,3389,1,1,0,3,0,0,1,1,3389,1,0,0,0,0
Anomalous SSH Activity,Low,Host 192.168.14.141 shows data exfiltration pattern communication with 192.168.23.197 over ICMP port 3389. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,14,5,1,0,ICMP,3389,1,1,0,1,1,0,0,0,3389,1,0,0,0,0
Data Exfiltration Pattern,High,Host 192.168.12.143 shows unauthorized access attempt communication with 192.168.10.82 over UDP port 3389. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,17,9,5,1,UDP,3389,1,1,0,3,0,0,1,2,3389,1,0,0,0,0
Anomalous SSH Activity,Low,Host 192.168.21.5 shows data exfiltration pattern communication with 192.168.19.105 over ICMP port 3389. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,17,31,1,0,ICMP,3389,1,1,0,1,1,0,0,0,3389,1,0,0,0,0
UDA - Trojan Horse Traffic,Medium,Host 192.168.11.132 shows suspicious dns query communication with 192.168.5.11 over ICMP port 443. ,Malicious,False Positive,Closed,1,52,3,0,ICMP,443,1,1,0,0,0,0,0,1,443,0,1,0,0,0
Brute Force Attempt,Critical,Host 192.168.21.130 shows suspicious dns query communication with 192.168.9.82 over UDP port 1492. ,Malicious,False Positive,Closed,11,10,6,1,UDP,1492,1,1,0,0,0,0,0,3,1492,1,0,0,0,0
UDA - Trojan Horse Traffic,Medium,Host 192.168.6.217 shows data exfiltration pattern communication with 192.168.8.22 over UDP port 53. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,2,28,0,0,UDP,53,1,1,0,1,1,0,0,1,53,0,1,0,0,0
Brute Force Attempt,Medium,Host 192.168.29.166 shows data exfiltration pattern communication with 192.168.21.162 over ICMP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,20,2,3,0,ICMP,1492,1,1,0,1,1,0,0,1,1492,1,0,0,0,0
Suspicious DNS Query,Low,Host 192.168.3.29 shows anomalous ssh activity communication with 192.168.6.136 over ICMP port 80. ,Legitimate,Policy Violation,Escalated,5,48,6,1,ICMP,80,1,1,0,1,0,0,1,0,80,0,1,0,0,0
Unauthorized Access Attempt,Medium,Host 192.168.24.141 shows brute force attempt communication with 192.168.20.20 over ICMP port 53. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,7,48,6,1,ICMP,53,1,1,0,1,0,1,0,1,53,0,0,0,0,0
Port Scan Detected,Low,Host 192.168.23.125 shows port scan detected communication with 192.168.15.172 over UDP port 1492. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,14,49,4,0,UDP,1492,1,1,0,3,0,1,0,0,1492,1,0,0,0,0
Anomalous SSH Activity,Low,Host 192.168.1.32 shows anomalous ssh activity communication with 192.168.16.45 over UDP port 3389. ,Legitimate,Policy Violation,Escalated,15,13,5,1,UDP,3389,1,1,0,1,0,0,1,0,3389,1,0,0,0,0
Unauthorized Access Attempt,Medium,Host 192.168.17.140 shows brute force attempt communication with 192.168.22.175 over TCP port 1492. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,2,29,6,1,TCP,1492,1,1,0,1,0,1,0,1,1492,1,1,0,0,0
Port Scan Detected,Medium,Host 192.168.30.85 shows unauthorized access attempt communication with 192.168.19.185 over UDP port 80. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,20,2,5,1,UDP,80,1,1,0,3,0,0,1,1,80,0,0,0,0,0
Anomalous SSH Activity,Critical,Host 192.168.12.117 shows suspicious dns query communication with 192.168.1.15 over TCP port 3389. ,Malicious,False Positive,Closed,23,6,5,1,TCP,3389,1,1,0,0,0,0,0,3,3389,1,0,0,0,0
Malware Beaconing,High,Host 192.168.19.184 shows port scan detected communication with 192.168.26.197 over TCP port 3389. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,22,0,6,1,TCP,3389,1,1,0,3,0,1,0,2,3389,1,0,0,0,0
Anomalous SSH Activity,Critical,Host 192.168.2.114 shows unauthorized access attempt communication with 192.168.25.114 over ICMP port 3389. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,2,39,5,1,ICMP,3389,1,1,0,3,0,0,1,3,3389,1,1,0,0,0
Data Exfiltration Pattern,Medium,Host 192.168.11.23 shows brute force attempt communication with 192.168.15.149 over ICMP port 80. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,4,5,6,1,ICMP,80,1,1,0,1,0,1,0,1,80,0,1,0,0,0
Anomalous SSH Activity,Low,Host 192.168.19.55 shows anomalous ssh activity communication with 192.168.20.244 over TCP port 3389. ,Legitimate,Policy Violation,Escalated,19,26,3,0,TCP,3389,1,1,0,1,0,0,1,0,3389,1,0,0,0,0
UDA - Trojan Horse Traffic,Low,Host 192.168.16.77 shows unauthorized access attempt communication with 192.168.12.51 over TCP port 8080. Unauthorized access attempt detected.,Legitimate,Policy Violation,Escalated,12,29,0,0,TCP,8080,1,1,0,3,0,0,1,0,8080,0,0,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.30.97 shows port scan detected communication with 192.168.15.153 over UDP port 443. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,16,7,1,0,UDP,443,1,1,0,3,0,1,0,1,443,0,0,0,0,0
UDA - Trojan Horse Traffic,Critical,Host 192.168.19.25 shows suspicious dns query communication with 192.168.3.219 over UDP port 443. ,Malicious,False Positive,Closed,13,38,2,0,UDP,443,1,1,0,0,0,0,0,3,443,0,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.9.26 shows data exfiltration pattern communication with 192.168.18.178 over TCP port 3389. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,8,41,0,0,TCP,3389,1,1,0,1,1,0,0,3,3389,1,0,0,0,0
Brute Force Attempt,High,Host 192.168.14.107 shows port scan detected communication with 192.168.20.101 over UDP port 5900. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,1,43,5,1,UDP,5900,1,1,0,3,0,1,0,2,5900,1,1,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.20.36 shows anomalous ssh activity communication with 192.168.8.4 over UDP port 443. ,Malicious,Policy Violation,Escalated,12,1,6,1,UDP,443,1,1,0,1,0,0,1,2,443,0,0,0,0,0
Data Exfiltration Pattern,Medium,Host 192.168.7.151 shows malware beaconing communication with 192.168.27.175 over TCP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,18,23,5,1,TCP,8080,1,1,0,3,1,0,0,1,8080,0,0,0,0,0
Data Exfiltration Pattern,Critical,Host 192.168.1.15 shows unauthorized access attempt communication with 192.168.19.97 over UDP port 8080. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,14,28,5,1,UDP,8080,1,1,0,3,0,0,1,3,8080,0,0,0,0,0
Suspicious DNS Query,High,Host 192.168.24.194 shows unauthorized access attempt communication with 192.168.19.165 over TCP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,8,48,6,1,TCP,1492,1,1,0,3,0,0,1,2,1492,1,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.22.82 shows port scan detected communication with 192.168.19.143 over ICMP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,9,19,5,1,ICMP,53,1,1,0,3,0,1,0,3,53,0,0,0,0,0
Data Exfiltration Pattern,Low,Host 192.168.8.143 shows brute force attempt communication with 192.168.2.123 over TCP port 53. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated,15,15,4,0,TCP,53,1,1,0,1,0,1,0,0,53,0,0,0,0,0
Malware Beaconing,High,Host 192.168.14.64 shows anomalous ssh activity communication with 192.168.8.162 over ICMP port 53. ,Malicious,Policy Violation,Escalated,22,37,4,0,ICMP,53,1,1,0,1,0,0,1,2,53,0,0,0,0,0
Anomalous SSH Activity,Low,Host 192.168.11.57 shows port scan detected communication with 192.168.6.131 over ICMP port 3389. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,11,27,6,1,ICMP,3389,1,1,0,3,0,1,0,0,3389,1,0,0,0,0
Data Exfiltration Pattern,Low,Host 192.168.24.240 shows uda - trojan horse traffic communication with 192.168.19.188 over TCP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,8,49,4,0,TCP,1492,1,1,0,3,1,0,0,0,1492,1,0,0,0,0
Suspicious DNS Query,High,Host 192.168.26.50 shows unauthorized access attempt communication with 192.168.25.207 over TCP port 53. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,21,57,6,1,TCP,53,1,1,0,3,0,0,1,2,53,0,0,0,0,0
UDA - Trojan Horse Traffic,Critical,Host 192.168.9.39 shows anomalous ssh activity communication with 192.168.8.56 over TCP port 443. ,Malicious,Policy Violation,Escalated,7,11,6,1,TCP,443,1,1,0,1,0,0,1,3,443,0,0,0,0,0
Data Exfiltration Pattern,High,Host 192.168.8.43 shows anomalous ssh activity communication with 192.168.26.238 over ICMP port 3389. ,Malicious,Policy Violation,Escalated,2,55,5,1,ICMP,3389,1,1,0,1,0,0,1,2,3389,1,1,0,0,0
Data Exfiltration Pattern,Critical,Host 192.168.12.46 shows unauthorized access attempt communication with 192.168.28.45 over ICMP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,10,36,4,0,ICMP,1492,1,1,0,3,0,0,1,3,1492,1,0,0,0,0
Port Scan Detected,Low,Host 192.168.20.87 shows anomalous ssh activity communication with 192.168.19.63 over ICMP port 5900. ,Legitimate,Policy Violation,Escalated,3,56,5,1,ICMP,5900,1,1,0,1,0,0,1,0,5900,1,1,0,0,0
Brute Force Attempt,Low,Host 192.168.22.34 shows suspicious dns query communication with 192.168.20.63 over ICMP port 8080. ,Legitimate,Benign Activity,No Action Required,5,21,6,1,ICMP,8080,1,1,0,0,0,0,0,0,8080,0,1,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.15.70 shows port scan detected communication with 192.168.14.192 over ICMP port 3389. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,14,13,5,1,ICMP,3389,1,1,0,3,0,1,0,2,3389,1,0,0,0,0
Port Scan Detected,Low,Host 192.168.3.148 shows data exfiltration pattern communication with 192.168.18.231 over ICMP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,2,28,5,1,ICMP,5900,1,1,0,1,1,0,0,0,5900,1,1,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.5.48 shows unauthorized access attempt communication with 192.168.6.53 over UDP port 3389. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,15,38,4,0,UDP,3389,1,1,0,3,0,0,1,1,3389,1,0,0,0,0
Anomalous SSH Activity,Critical,Host 192.168.22.60 shows suspicious dns query communication with 192.168.1.45 over ICMP port 80. ,Malicious,False Positive,Closed,11,0,3,0,ICMP,80,1,1,0,0,0,0,0,3,80,0,0,0,0,0
UDA - Trojan Horse Traffic,Medium,Host 192.168.17.123 shows unauthorized access attempt communication with 192.168.24.241 over UDP port 22. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,8,35,4,0,UDP,22,1,1,0,3,0,0,1,1,22,1,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.25.183 shows malware beaconing communication with 192.168.9.69 over UDP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,5,18,1,0,UDP,5900,1,1,0,3,1,0,0,3,5900,1,1,0,0,0
